Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts , Sales, COGS ,Profit,Date,Month Number, Month Name ,Year
Government,France, VTT , High ,1281, $250.00 , $350.00 ," $448,350.00 "," $62,769.00 ",385581.00," $333,060.00 ",52521.00,12/1/2013,12, December ,2013
Small Business,Canada, Amarilla , High ,888, $260.00 , $300.00 ," $266,400.00 "," $37,296.00 ",229104.00," $222,000.00 ",7104.00,3/1/2014,3, March ,2014
Enterprise,United States of America, Amarilla , High ,2844, $260.00 , $125.00 ," $355,500.00 "," $49,770.00 ",305730.00," $341,280.00 ",-35550.00,5/1/2014,5, May ,2014
Channel Partners,France, Amarilla , High ,2475, $260.00 , $12.00 ," $29,700.00 "," $4,158.00 ",25542.00," $7,425.00 ",18117.00,8/1/2014,8, August ,2014
Midmarket,Canada, Amarilla , High ,1743, $260.00 , $15.00 ," $26,145.00 "," $3,660.30 ",22484.70," $17,430.00 ",5054.70,10/1/2013,10, October ,2013
Channel Partners,United States of America, Amarilla , High ,2914, $260.00 , $12.00 ," $34,968.00 "," $4,895.52 ",30072.48," $8,742.00 ",21330.48,10/1/2014,10, October ,2014
Government,France, Amarilla , High ,1731, $260.00 , $7.00 ," $12,117.00 "," $1,696.38 ",10420.62," $8,655.00 ",1765.62,10/1/2014,10, October ,2014
Government,Mexico, Amarilla , High ,1727, $260.00 , $7.00 ," $12,089.00 "," $1,692.46 ",10396.54," $8,635.00 ",1761.54,10/1/2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ,1870, $260.00 , $15.00 ," $28,050.00 "," $3,927.00 ",24123.00," $18,700.00 ",5423.00,11/1/2013,11, November ,2013
Enterprise,France, Carretera , High ,1174, $3.00 , $125.00 ," $146,750.00 "," $22,012.50 ",124737.50," $140,880.00 ",-16142.50,8/1/2014,8, August ,2014
Enterprise,Germany, Carretera , High ,2767, $3.00 , $125.00 ," $345,875.00 "," $51,881.25 ",293993.75," $332,040.00 ",-38046.25,8/1/2014,8, August ,2014
Enterprise,Germany, Carretera , High ,1085, $3.00 , $125.00 ," $135,625.00 "," $20,343.75 ",115281.25," $130,200.00 ",-14918.75,10/1/2014,10, October ,2014
Small Business,Mexico, Montana , High ,546, $5.00 , $300.00 ," $163,800.00 "," $24,570.00 ",139230.00," $136,500.00 ",2730.00,10/1/2014,10, October ,2014
Government,Germany, Paseo , High ,1158, $10.00 , $20.00 ," $23,160.00 "," $3,474.00 ",19686.00," $11,580.00 ",8106.00,3/1/2014,3, March ,2014
Midmarket,Canada, Paseo , High ,1614, $10.00 , $15.00 ," $24,210.00 "," $3,631.50 ",20578.50," $16,140.00 ",4438.50,4/1/2014,4, April ,2014
Government,Mexico, Paseo , High ,2535, $10.00 , $7.00 ," $17,745.00 "," $2,661.75 ",15083.25," $12,675.00 ",2408.25,4/1/2014,4, April ,2014
Government,Mexico, Paseo , High ,2851, $10.00 , $350.00 ," $997,850.00 "," $149,677.50 ",848172.50," $741,260.00 ",106912.50,5/1/2014,5, May ,2014
Midmarket,Canada, Paseo , High ,2559, $10.00 , $15.00 ," $38,385.00 "," $5,757.75 ",32627.25," $25,590.00 ",7037.25,8/1/2014,8, August ,2014
Government,United States of America, Paseo , High ,267, $10.00 , $20.00 ," $5,340.00 ", $801.00 ,4539.00," $2,670.00 ",1869.00,10/1/2013,10, October ,2013
Enterprise,Germany, Paseo , High ,1085, $10.00 , $125.00 ," $135,625.00 "," $20,343.75 ",115281.25," $130,200.00 ",-14918.75,10/1/2014,10, October ,2014
Midmarket,Germany, Paseo , High ,1175, $10.00 , $15.00 ," $17,625.00 "," $2,643.75 ",14981.25," $11,750.00 ",3231.25,10/1/2014,10, October ,2014
Government,United States of America, Paseo , High ,2007, $10.00 , $350.00 ," $702,450.00 "," $105,367.50 ",597082.50," $521,820.00 ",75262.50,11/1/2013,11, November ,2013
Government,Mexico, Paseo , High ,2151, $10.00 , $350.00 ," $752,850.00 "," $112,927.50 ",639922.50," $559,260.00 ",80662.50,11/1/2013,11, November ,2013
Channel Partners,United States of America, Paseo , High ,914, $10.00 , $12.00 ," $10,968.00 "," $1,645.20 ",9322.80," $2,742.00 ",6580.80,12/1/2014,12, December ,2014
Government,France, Paseo , High ,293, $10.00 , $20.00 ," $5,860.00 ", $879.00 ,4981.00," $2,930.00 ",2051.00,12/1/2014,12, December ,2014
Channel Partners,Mexico, Velo , High ,500, $120.00 , $12.00 ," $6,000.00 ", $900.00 ,5100.00," $1,500.00 ",3600.00,3/1/2014,3, March ,2014
Midmarket,France, Velo , High ,2826, $120.00 , $15.00 ," $42,390.00 "," $6,358.50 ",36031.50," $28,260.00 ",7771.50,5/1/2014,5, May ,2014
Enterprise,France, Velo , High ,663, $120.00 , $125.00 ," $82,875.00 "," $12,431.25 ",70443.75," $79,560.00 ",-9116.25,9/1/2014,9, September ,2014
Small Business,United States of America, Velo , High ,2574, $120.00 , $300.00 ," $772,200.00 "," $115,830.00 ",656370.00," $643,500.00 ",12870.00,11/1/2013,11, November ,2013
Enterprise,United States of America, Velo , High ,2438, $120.00 , $125.00 ," $304,750.00 "," $45,712.50 ",259037.50," $292,560.00 ",-33522.50,12/1/2013,12, December ,2013
Channel Partners,United States of America, Velo , High ,914, $120.00 , $12.00 ," $10,968.00 "," $1,645.20 ",9322.80," $2,742.00 ",6580.80,12/1/2014,12, December ,2014
Government,Canada, VTT , High ,865.5, $250.00 , $20.00 ," $17,310.00 "," $2,596.50 ",14713.50," $8,655.00 ",6058.50,7/1/2014,7, July ,2014
Midmarket,Germany, VTT , High ,492, $250.00 , $15.00 ," $7,380.00 "," $1,107.00 ",6273.00," $4,920.00 ",1353.00,7/1/2014,7, July ,2014
Government,United States of America, VTT , High ,267, $250.00 , $20.00 ," $5,340.00 ", $801.00 ,4539.00," $2,670.00 ",1869.00,10/1/2013,10, October ,2013
Midmarket,Germany, VTT , High ,1175, $250.00 , $15.00 ," $17,625.00 "," $2,643.75 ",14981.25," $11,750.00 ",3231.25,10/1/2014,10, October ,2014
Enterprise,Canada, VTT , High ,2954, $250.00 , $125.00 ," $369,250.00 "," $55,387.50 ",313862.50," $354,480.00 ",-40617.50,11/1/2013,11, November ,2013
Enterprise,Germany, VTT , High ,552, $250.00 , $125.00 ," $69,000.00 "," $10,350.00 ",58650.00," $66,240.00 ",-7590.00,11/1/2014,11, November ,2014
Government,France, VTT , High ,293, $250.00 , $20.00 ," $5,860.00 ", $879.00 ,4981.00," $2,930.00 ",2051.00,12/1/2014,12, December ,2014
Small Business,France, Amarilla , High ,2475, $260.00 , $300.00 ," $742,500.00 "," $111,375.00 ",631125.00," $618,750.00 ",12375.00,3/1/2014,3, March ,2014
Small Business,Mexico, Amarilla , High ,546, $260.00 , $300.00 ," $163,800.00 "," $24,570.00 ",139230.00," $136,500.00 ",2730.00,10/1/2014,10, October ,2014
Government,Mexico, Montana , High ,1368, $5.00 , $7.00 ," $9,576.00 "," $1,436.40 ",8139.60," $6,840.00 ",1299.60,2/1/2014,2, February ,2014
Government,Canada, Paseo , High ,723, $10.00 , $7.00 ," $5,061.00 ", $759.15 ,4301.85," $3,615.00 ",686.85,4/1/2014,4, April ,2014
Channel Partners,United States of America, VTT , High ,1806, $250.00 , $12.00 ," $21,672.00 "," $3,250.80 ",18421.20," $5,418.00 ",13003.20,5/1/2014,5, May ,2014
